Total,Mon,Tue,Wed,Thu,Fri,Sat,Sun,holiday,daylight_hours,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WSF2,WSF5,dry day,wet day,windy day,still day,hot day,snowy day,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31
3678.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.773630227981448,0,0,0,200,100,57.0,98.0,112.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8.801012324447974,3,0,0,206,117,42.0,76.0,103.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.829548047631866,0,0,0,211,117,26.0,67.0,89.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.859212529963038,0,0,0,200,122,37.0,72.0,98.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.889980420664704,0,0,0,256,100,29.0,63.0,76.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.921825957324666,0,0,0,239,128,34.0,63.0,98.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.954723035975654,0,0,0,256,139,30.0,94.0,107.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4526.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.988645279371733,3,0,0,233,133,34.0,81.0,103.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3655.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.023566103179364,0,0,0,200,128,37.0,67.0,89.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2471.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9.059458779833923,30,0,0,172,128,50.0,89.0,112.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3010.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.096296499844792,3,0,0,206,122,15.0,45.0,63.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3143.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9.134052430364385,0,0,0,256,117,17.0,45.0,72.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1644.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.172699770867851,79,0,0,222,150,21.0,54.0,81.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2432.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.212211805820907,48,0,0,211,139,37.0,72.0,94.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2649.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9.25256195424254,99,0,0,233,144,28.0,134.0,170.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2904.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.293723816097184,20,0,0,222,150,23.0,67.0,103.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2928.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9.33567121547729,36,0,0,211,167,13.0,40.0,58.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4099.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.378378240561524,0,0,0,306,161,22.0,54.0,67.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2732.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9.421819280356363,0,0,0,300,183,17.0,58.0,67.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2746.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.465969058249403,0,0,0,339,172,25.0,54.0,67.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4207.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.568237628581672,0,0,0,317,183,23.0,54.0,63.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4696.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.582874317397174,0,0,0,283,156,30.0,81.0,98.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8.598870685736548,0,0,0,261,167,32.0,89.0,103.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,8.616210684447172,0,0,0,217,139,22.0,40.0,63.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3088.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.634877071100597,0,0,0,233,139,26.0,54.0,67.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.654851473774508,0,0,0,261,133,22.0,58.0,72.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.67611445771033,0,0,0,239,139,29.0,45.0,63.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4347.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.698645594363219,0,0,0,267,133,28.0,54.0,63.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4816.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.72242353235912,0,0,0,300,150,25.0,63.0,81.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4607.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8.747426069876845,0,0,0,222,139,26.0,58.0,76.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.773630227981448,0,0,0,228,122,30.0,72.0,81.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.801012324447974,0,0,0,194,133,22.0,63.0,76.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.829548047631866,0,0,0,261,111,31.0,67.0,94.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.859212529963038,0,0,0,278,128,30.0,81.0,94.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4418.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.889980420664704,0,0,0,278,144,46.0,76.0,98.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4593.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.921825957324666,0,0,0,311,183,41.0,76.0,103.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8.954723035975654,0,0,0,222,150,37.0,72.0,89.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.988645279371733,0,0,0,261,139,20.0,58.0,67.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3915.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.023566103179364,0,0,0,278,133,19.0,54.0,81.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2511.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9.059458779833923,0,0,0,250,133,20.0,36.0,54.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2425.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.096296499844792,0,0,0,239,128,23.0,54.0,72.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4174.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.134052430364385,0,0,0,261,133,24.0,76.0,112.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4604.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9.172699770867851,0,0,0,311,139,30.0,76.0,94.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4694.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.212211805820907,0,0,0,311,144,25.0,63.0,76.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4473.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9.25256195424254,0,0,0,311,128,23.0,54.0,76.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3963.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.293723816097184,0,0,0,311,144,29.0,98.0,112.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2501.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9.33567121547729,0,0,0,256,128,26.0,54.0,72.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1980.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.378378240561524,0,0,0,211,122,34.0,67.0,94.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4088.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.421819280356363,0,0,0,250,133,14.0,45.0,63.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4540.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9.465969058249403,0,0,0,250,133,28.0,45.0,72.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4122.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.510802662421042,0,0,0,217,133,18.0,40.0,58.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3719.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.568237628581672,0,0,0,206,133,39.0,67.0,94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.582874317397174,20,0,0,172,150,20.0,45.0,67.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.598870685736548,0,0,0,250,156,24.0,54.0,58.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.616210684447172,0,0,0,289,150,34.0,67.0,89.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.634877071100597,0,0,0,300,150,21.0,45.0,63.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4602.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.654851473774508,0,0,0,306,139,14.0,36.0,54.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4556.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8.67611445771033,0,0,0,311,139,19.0,58.0,72.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.698645594363219,0,0,0,283,144,25.0,54.0,103.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3833.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.72242353235912,0,0,0,283,144,21.0,63.0,81.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.747426069876845,23,0,0,256,150,29.0,67.0,81.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.773630227981448,0,0,0,250,144,29.0,58.0,76.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.801012324447974,0,0,0,256,161,19.0,54.0,67.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4469.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.829548047631866,0,0,0,278,150,18.0,40.0,107.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8.859212529963038,8,0,0,272,150,20.0,63.0,81.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.889980420664704,18,0,0,211,172,10.0,31.0,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.921825957324666,0,0,0,289,161,22.0,45.0,76.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.954723035975654,0,0,0,256,172,30.0,67.0,89.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.988645279371733,0,0,0,261,156,31.0,63.0,81.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.023566103179364,0,0,0,267,156,30.0,76.0,94.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4524.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9.059458779833923,0,0,0,256,161,46.0,72.0,94.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4392.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.096296499844792,0,0,0,278,150,43.0,63.0,89.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4170.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9.134052430364385,0,0,0,289,150,19.0,54.0,67.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3446.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.172699770867851,0,0,0,250,161,41.0,76.0,103.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9.212211805820907,0,0,0,250,167,27.0,54.0,72.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2059.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.25256195424254,3,0,0,222,161,26.0,54.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3240.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.293723816097184,10,0,0,244,161,19.0,72.0,103.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3892.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9.33567121547729,13,0,0,267,172,14.0,58.0,67.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3484.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.378378240561524,56,0,0,267,156,13.0,54.0,63.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2375.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9.421819280356363,193,0,0,239,183,30.0,81.0,107.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3376.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.465969058249403,0,0,0,261,161,29.0,58.0,72.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2292.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9.510802662421042,0,0,0,278,139,26.0,58.0,89.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2288.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.568237628581672,0,0,0,278,156,25.0,54.0,67.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
